COD,DESC,CANTIDAD,COMPRO,CLIENTES,MESES,PESO,ANCHO,LARGO,ALTO,CD
ROD30222SKF2,30222 J2,29,16,8,13,5.128,49,208,205,BC1
ROD30224SKF,30224,10,10,4,6,6.226,54,228,225,BD1
ROD30226SKF,30226 J2,26,14,4,13,6.898,258,258,56,AC1
ROD30228SKF,30228,22,12,7,9,8.933,270,275,56,BD1
ROD30230SKF,30230,34,19,9,11,10.785,290,295,59,AC1
ROD30232SKF,30232 J2,5,2,1,2,13.428,318,318,58,BD9
ROD32205SKF,32205 BJ2/Q,186,74,44,30,0.2,21,54,54,BB1
ROD32206SKF2,32206,405,140,78,34,0.2871,29,65,67,BB1
ROD32206PEE,PER.32206-G,49,18,14,14,0.288,79,79,22,CC1
ROD32207SKF,32207,898,270,129,36,0.4442,28,76,78,AB1
ROD32207PEE,PER.32207-N90,65,29,25,19,0.448,24,1,1,CC1
ROD32208SKF,32208,594,180,116,36,0.537,30,84,86,AB1
ROD524SKF2,BT1-0524,3,1,1,1,0.5424,30,84,86,CD9
ROD32208PEE,PER.32208-G,20,16,14,12,0.534,110,110,32,CC1
ROD32209SKF,32209,849,266,146,36,0.596,32,94,96,AB1
ROD525SKF,BT1-0525,69,38,31,22,0.612,32,94,96,CC1
ROD32209PEE,PER.32209-G,87,34,24,22,0.574,110,110,32,CC1
ROD32210SKF,32210,1902,411,176,36,0.619,32,94,96,AB1
ROD32211SKF,32211 J2/Q,1609,391,152,36,0.851,31,104,106,AB1
ROD32211PEE,PER.32211-N90,460,10,6,6,0.001,27,1,1,BD2
ROD32212SKF,32212,2279,333,131,35,1.165,34,114,116,AB1
ROD32212PEE,PER.32212-G,834,43,26,18,1.17,143,143,38,AC1
ROD32213SKF,32213 J2/Q,2219,351,139,36,1.54,39,124,126,AB1
ROD32213PEE,PER.32213,48,29,20,17,1.587,143,143,38,CC1
ROD330356SKF,330356 A/Q,53,42,25,21,1.554,39,124,126,BC1
ROD32214SKF,32214 J2/Q,354,115,49,34,1.629,39,134,136,AB1
ROD32214PEE,PER.32214-G,222,25,19,15,1.65,143,143,38,OO9
ROD32215SKF,32215,264,92,62,35,1.694,39,134,136,AB1
ROD32216SKF,32216,801,204,104,35,2.1,40,144,146,AB1
ROD507SKF3,BT1-0507 B,165,55,46,23,2.07,40,144,146,BB1
ROD32216PEE,PER.32216,290,49,34,19,2.167,143,143,38,BB1
ROD402SKF,BT1-0402,25,15,12,12,2.674,144,144,46,BC1
ROD32217PEE,32217,375,101,52,34,2.659,45,154,156,AB1
ROD508SKF2,BT1-0508,7,4,3,3,2.657,45,154,156,CD2
ROD32217PEE2,PER.32217,22,11,7,8,2.744,178,178,45,CC1
ROD32218SKF,32218,549,192,102,36,3.389,48,168,165,AB1
ROD509SKF2,BT1-0509 B,97,44,36,25,3.3389,48,168,165,AC1
ROD32218PEE,PER.32218,193,47,29,21,3.505,178,178,45,BB1
ROD32219SKF,32219,72,42,25,23,4.066,51,178,175,AC1
ROD32220SKF,32220,48,30,14,20,4.99,56,188,185,BC1
ROD32221SKF,32221,20,18,14,13,6.187,210,215,59,AC1
ROD32222SKF,32222 J2,6,4,4,3,7.237,228,228,62,CD2
ROD32224SKF,32224,31,18,14,15,9.21,240,245,68,AC1
ROD32226SKF,32226 J2,9,7,4,5,11.35,258,258,74,BD2
ROD32228SKF,32228 J2,4,3,2,2,14.3198,278,278,78,BD2
ROD6200SKF,6200,43,11,7,10,0.0334,9,60,60,CD1
ROD6201SKF16,6201 TN9/C3,4,1,1,1,0.0377,17,45,47,CD9
ROD6201SKF7,6201/C3,39,12,5,8,0.0371,17,45,47,CC1
ROD6202SKF,6202,129,36,18,21,0.0458,17,45,47,CC1
ROD6202SKF6,6202 TN9/C3,69,23,12,20,0.0429,17,45,47,CC1
ROD6202SKF9,6202/C3,221,81,20,31,0.0445,17,45,47,CB1
ROD6202SKF10,6202/C4,1,1,1,1,0.0463,13,65,57,CD9
ROD6203SKF,6203,532,88,36,32,0.0642,17,45,47,CB1
ROD6203SKF5,6203 TN9/C3,93,32,18,21,0.0627,17,45,47,CC1
ROD6203SKF6,6203/C3,111,59,13,26,0.0642,17,45,47,CB1
ROD6204SKF,6204,519,92,44,35,0.1092,19,55,57,CB1
ROD6204SKF5,6204 TN9/C3,36,16,10,14,0.1028,19,55,57,CC1
ROD6204SKF7,6204/C3,77,13,10,11,0.1097,19,55,57,CC1
ROD6204SKF8,6204/C4,3,2,2,2,0.1092,19,55,57,CD9
ROD6205SKF,6205,836,130,43,35,0.1292,22,65,67,BB1
ROD6205SKF4,6205 ETN9/C3,5,2,1,2,0.1187,22,65,67,CD9
ROD6205SKF5,6205 ETN9/C4,136,75,19,32,0.1187,22,65,67,CB1
ROD6205SKF11,6205/C3,159,72,21,31,0.1292,22,65,67,CB1
ROD6205SKF12,6205/C4,3,1,1,1,0.1254,22,65,67,CD9
ROD6206SKF,6206,364,98,59,33,0.1974,22,65,67,CB1
ROD6206SKF7,6206/C3,240,62,40,26,0.1974,22,65,67,CB1
ROD6206SKF6,6206 TN9/C3VQ488,68,57,10,26,0.1914,22,65,67,CB1
ROD6206SKF8,6206/VA201,10,1,1,1,0.201,22,65,67,CD9
ROD6207SKF,6207,584,139,68,35,0.293,23,76,78,BB1
ROD207SKF,207/C3,4,1,1,1,0.3205,23,76,78,OO9
ROD6207SKF9,6207/C3,91,35,16,21,0.293,23,76,78,CC1
ROD6207SKF10,6207/C4,6,5,4,4,0.288,78,76,23,CD2
ROD6208SKF5,6208/C3,66,26,21,18,0.367,25,84,86,CC1
ROD6208SKF6,6208/C4,4,4,1,3,0.367,25,84,86,CD9
ROD6208SKF7,6208/VA201,10,1,1,1,0.368,25,84,86,CD9
ROD6208SKF27,BMB-6208/080S2/UB108A,27,21,6,14,0.541,50,124,126,AC1
ROD6209SKF4,6209/C3,133,57,29,26,0.42,23,89,91,CC1
ROD6210SKF5,6210/C3,138,59,25,28,0.4648,25,104,106,BB1
ROD6211SKF,6211,530,53,29,30,0.62,26,114,116,BC1
ROD6211SKF4,6211 JEM,1,1,1,1,0.62,26,114,116,CD9
ROD6211SKF7,6211/C3,564,53,28,27,0.6187,26,114,116,BB1
ROD6211SKF8,6211/C4,35,11,2,10,0.62,26,114,116,CD1
ROD6212SKF6,6212/C3,96,59,25,30,0.7884,28,124,126,BC1
ROD6212SKF2,6212 M/C3,6,5,4,4,0.963,28,124,126,CD9
ROD6212SKF7,6212/C4,29,13,8,12,0.7884,28,124,126,CC1
ROD6213SKF,6213,63,29,20,22,1.0283,29,134,136,CC1
ROD6213SKF6,6213/C3,70,40,22,25,1.0283,29,134,136,BC1
ROD6213SKF7,6213/C4,8,4,1,4,1.0283,29,134,136,CD9
ROD6213SKF2,6213 M,52,19,5,11,1.1949,29,134,136,BD1
ROD6213SKF3,6213 M/C3,2,2,1,1,1.1982,29,134,136,CD9
ROD6214SKF,6214,91,37,22,18,1.1016,29,134,136,BC1
ROD6214SKF2,6214 M/C3,101,20,7,15,1.323,29,134,136,AC1
ROD6214SKF6,6214/C3,52,31,15,18,1.1016,29,134,136,CC1
ROD6214SKF3,6214 M/C3S0VQ335,2,3,1,2,,,,,CD9
ROD6215SKF,6215,178,26,14,15,1.2006,32,144,146,BC1
ROD6215SKF7,6215/C3,71,36,21,22,1.2006,32,144,146,BC1
ROD6215SKF8,6215/C4,77,28,7,20,1.2006,32,144,146,BC1
ROD6216SKF,6216,35,20,14,12,1.479,32,154,156,CC1
ROD6216SKF5,6216/C3,60,33,19,19,1.479,32,154,156,BC1
ROD6216SKF6,6216/C4,2,1,1,1,1.479,32,154,156,OO9
ROD6217SKF,6217,47,26,12,19,1.782,34,164,166,BC1
ROD6217SKF3,6217/C3,61,44,25,21,1.7823,34,164,166,BC1
ROD6217SKF4,6217/C4,1,1,1,1,1.7844,34,164,166,CD9
ROD6218SKF,6218,62,28,19,15,2.197,34,164,166,BC1
ROD6218SKF5,6218/C3,75,36,20,21,2.197,34,164,166,BC1
ROD6218SKF2,6218 M/C4,5,8,4,5,2.677,34,164,166,CD9
ROD6218SKF6,6218/C3VL0241,1,1,1,1,2.201,44,178,175,CD9
ROD6219SKF3,6219/C3VL0241,2,1,1,1,2.56,46,188,185,BD9
ROD6219SKF2,6219/C3,50,31,23,19,2.618,38,184,186,BC1
ROD6220SKF2,6220 M/C3,6,1,1,1,3.8789,46,197,201,OO9
ROD6220SKF5,6220/C3,27,27,16,16,3.2319,46,197,201,BC1
ROD6220SKF6,6220/C3VL0241,2,2,2,2,3.2676,53,200,205,CD9
ROD6221SKF3,6221/C3,6,6,5,6,3.7976,46,207,211,CD2
ROD6222SKF4,6222/C3,35,20,15,16,4.414,46,217,221,BC1
ROD6222SKF3,6222 M/C4,6,1,1,1,5.3724,46,217,221,OO9
ROD6224SKF,6224,37,24,11,15,5.24,46,227,231,BC1
ROD6224SKF3,6224/C3,20,16,6,11,5.24,46,227,231,BC1
ROD6224SKF4,6224/C3VL0241,1,1,1,1,5.4,255,255,56,BD9
ROD6226SKF3,6226/C3,45,34,10,23,5.8884,53,240,245,BC1
ROD6228SKF2,6228/C3,7,7,4,4,7.7888,53,260,265,BD1
ROD6230SKF,6230,2,1,1,1,10.0567,54,283,288,CD9
ROD6230SKF2,6230/C3,2,2,1,2,10.2684,54,283,288,OO9
ROD6232SKF2,6232 M/C3,1,1,1,1,14.491,58,300,305,CD9
ROD6202SKF5,6202 NR,10,1,1,1,0.0492,17,45,47,CD9
ROD6204SKF4,6204 NR,39,20,9,13,0.117,19,55,57,CC1
ROD6205SKF8,6205 NR,111,56,30,29,0.1394,22,65,67,CB1
ROD6206SKF5,6206 NR,68,26,15,17,0.21,23,76,78,CC1
ROD6206SKF16,6206-2RS1NR,12,1,1,1,0.217,23,76,78,OO9
ROD6207SKF4,6207 N/C3,45,25,19,17,0.289,23,76,78,CC1
ROD6207SKF6,6207 NR,10,3,3,3,0.306,25,84,86,CD2
ROD6208SKF2,6208 N/C3,52,28,17,17,0.362,25,84,86,CC1
ROD6208SKF3,6208 NR,57,45,27,26,0.379,27,94,96,CC1
ROD6209SKF3,6209 NR,22,14,11,9,0.435,25,104,106,CC1
ROD6210SKF4,6210 NR,30,19,13,17,0.4777,25,104,106,CC1
ROD6211SKF6,6211 NR,7,4,4,4,0.6378,26,114,116,CD2
ROD6212SKF3,6212 NR,1,1,1,1,0.815,28,124,126,CD9
ROD6212SKF4,6212 NR/C3,4,4,4,3,0.815,28,124,126,CD9
ROD6213SKF4,6213 NR,17,14,5,11,1.0642,29,134,136,CD1
ROD6213SKF5,6213 NR/C3,17,15,9,13,1.0642,29,134,136,CC1
ROD6215SKF5,6215 NR,7,7,6,7,1.2418,32,144,146,CD1
ROD6215SKF6,6215 NR/C3,2,2,2,2,1.2418,32,144,146,CD9
ROD6217SKF2,6217 NR,5,7,5,5,1.633,34,164,166,CD1
ROD110686SKF,SRV.110686,3,2,1,2,3.3,46,197,201,CD9
ROD6201SKF14,6201-2ZNR,2,1,1,1,0.0429,17,45,47,CD9
ROD6202SKF25,6202-2ZNR,7,4,3,4,0.0495,17,45,47,CD2
ROD6203SKF20,6203-2ZNR,10,2,2,2,0.0701,17,45,47,CD9
ROD6203SKF13,6203-2RSHNR,-9,1,1,1,0.0692,17,45,47,OO9
ROD6204SKF20,6204-2ZNR,57,12,7,10,0.1177,19,55,57,CC1
ROD6205SKF34,6205-ZNR,78,32,21,20,0.1352,22,65,67,CC1
ROD6206SKF33,6206-ZNR,160,61,36,32,0.213,23,76,78,CB1
ROD6206SKF29,6206-2ZNR,142,20,10,13,0.218,23,76,78,CC1
ROD6207SKF27,6207-ZNR,343,190,92,35,0.31,25,84,86,BB1
ROD6208SKF23,6208-ZNR,472,287,121,36,0.384,27,94,96,BB1
ROD6209SKF22,6209-ZNR,44,30,22,21,0.44,25,104,106,CC1
ROD6210SKF19,6210-ZNR,123,79,51,32,0.4865,25,104,106,BB1
ROD6210SKF16,6210-2ZNR,49,26,18,17,0.501,25,104,106,CC1
ROD6211SKF18,6211-ZNR,182,128,68,35,0.648,26,114,116,BB1
ROD6212SKF22,6212-ZNR,39,32,22,19,0.837,28,124,126,CC1
ROD6213SKF17,6213-ZNR,1,1,1,1,1.078,29,134,136,OO9
ROD6216SKF4,6216 ZNR,1,1,1,1,,,,,OO9
ROD6201SKF17,6201-Z,3,2,2,2,0.0385,17,45,47,CD9
ROD6201SKF18,6201-Z/C3,3,2,2,2,0.0385,17,45,47,OO9
ROD6203SKF22,6203-Z,2,1,1,1,0.0656,17,45,47,OO9
ROD6203SKF23,6203-Z/C3,36,3,2,3,0.0683,17,45,47,CD2
ROD6204SKF22,6204-Z,31,9,2,7,0.1105,19,55,57,CD1
ROD6204SKF23,6204-Z/C3,60,6,1,5,0.1105,19,55,57,CD2
ROD6205SKF32,6205-Z,4,2,1,2,0.1314,22,65,67,OO9
ROD6206SKF31,6206-Z,8,6,3,5,0.2004,22,65,67,CD2
ROD6207SKF25,6207-Z,97,24,9,17,0.297,23,76,78,CC1
ROD6208SKF21,6208-Z,19,11,6,5,0.372,25,84,86,CD1
ROD6208SKF22,6208-Z/C3,9,3,3,3,0.372,25,84,86,CD2
ROD6209SKF20,6209-Z,188,7,2,5,0.425,23,89,91,CD9
ROD6209SKF21,6209-Z/C3,113,47,15,24,0.425,23,89,91,CC1
ROD6210SKF17,6210-Z,5,3,3,3,0.4726,25,104,106,CD9
ROD6210SKF18,6210-Z/C3,1,1,1,1,0.4726,25,104,106,CD9
ROD6211SKF16,6211-Z,1,1,1,1,0.6289,26,114,116,OO9
ROD6211SKF17,6211-Z/C3,66,32,14,22,0.6289,26,114,116,CC1
ROD6212SKF20,6212-Z,2,1,1,1,0.8006,28,124,126,CD9
ROD6212SKF21,6212-Z/C3,45,20,7,15,0.8064,28,124,126,CC1
ROD6213SKF16,6213-Z/C3,2,1,1,1,1.0421,29,134,136,OO9
ROD6215SKF17,6215-Z/C3,6,2,1,1,1.2164,32,144,146,OO9
ROD6200SKF6,6200-2Z,1734,204,61,36,0.0349,9,60,60,BB1
ROD6200SKF7,6200-2Z/C3,226,74,19,28,0.0349,9,60,60,CB1
ROD6201SKF11,6201-2Z,2274,391,101,36,0.0397,17,45,47,BB1
ROD6201SKF12,6201-2Z/C3,1285,280,72,36,0.0397,17,45,47,BB1
ROD6201SKF24,6201-2Z/VA201,4,1,1,1,0.0485,47,45,47,CD9
ROD6202SKF22,6202-2Z,4124,530,121,36,0.0487,17,45,47,BB1
ROD6202SKF23,6202-2Z/C3,2901,442,81,36,0.0487,17,45,47,BB1
ROD6202SKF24,6202-2Z/C3GJN,40,1,1,1,0.0505,13,65,57,CD9
ROD6202SKF35,W 6202-2Z,14,2,2,2,0.0486,17,45,47,CD2
ROD6203SKF15,6203-2Z,5457,553,127,36,0.0679,17,45,47,AB1
-,6203-2Z BULK,142,2,2,2,,,,,#N/A
ROD6203SKF17,6203-2Z/C3,3258,589,94,36,0.0688,17,45,47,BB1
ROD6204SKF14,6204-2Z,6204,454,144,36,0.114,19,55,57,AB1
ROD6204SKF15,6204-2Z/C3,938,183,42,35,0.114,19,55,57,BB1
ROD6204SKF16,6204-2Z/C3GJN,1531,204,54,36,0.114,19,55,57,BB1
ROD6205SKF22,6205-2Z,7451,546,141,36,0.1354,22,65,67,AB1
ROD6205SKF23,6205-2Z/C3,3756,429,98,36,0.1354,22,65,67,AB1
ROD6205SKF24,6205-2Z/C3GJN,20,6,3,5,0.1354,22,65,67,CD1
ROD6205SKF35,E2.6205-2Z/C3,5,1,1,1,0.1299,22,65,67,CD9
ROD6206SKF21,6206-2Z,2816,368,114,36,0.2054,22,65,67,AB1
ROD6206SKF22,6206-2Z/C3,2939,430,94,36,0.2054,22,65,67,AB1
ROD6206SKF24,6206-2Z/C3WT,4,1,1,1,0.2054,22,65,67,OO9
ROD6206SKF38,E2.6206-2Z/C3,5,1,1,1,0.1969,22,65,67,CD9
ROD6207SKF18,6207-2Z,1464,245,88,36,0.305,23,76,78,AB1
ROD6207SKF19,6207-2Z/C3,1081,222,72,36,0.305,23,76,78,BB1
ROD6207SKF20,6207-2Z/C3GJN,15,4,2,4,0.305,23,76,78,CD2
ROD6208SKF14,6208-2Z,674,151,63,34,0.382,25,84,86,BB1
ROD6208SKF15,6208-2Z/C3,734,170,62,35,0.382,25,84,86,BB1
ROD6208SKF16,6208-2Z/C3WT,86,13,2,10,0.382,25,84,86,CD1
ROD6209SKF12,6209-2Z,420,87,45,33,0.436,23,89,91,BB1
ROD6209SKF13,6209-2Z/C3,815,195,63,36,0.436,23,89,91,AB1
ROD6209SKF14,6209-2Z/C3WT,7,2,2,2,0.436,23,89,91,CD2
ROD6209SKF15,6209-2Z/C4,6,2,2,2,0.426,23,89,91,CD2
ROD6209SKF16,6209-2Z/C4VT269/R806,2,1,1,1,0.426,23,89,91,CD9
ROD6210SKF11,6210-2Z,266,93,38,32,0.4875,25,104,106,BB1
ROD6210SKF12,6210-2Z/C3,311,87,41,33,0.4885,25,104,106,BB1
ROD6211SKF12,6211-2Z,215,69,40,30,0.6469,26,114,116,BB1
ROD6211SKF13,6211-2Z/C3,379,115,45,34,0.6469,26,114,116,AB1
ROD6212SKF12,6212-2Z,144,43,23,24,0.8221,28,124,126,BC1
ROD6212SKF13,6212-2Z/C3,454,142,51,36,0.8298,28,124,126,AB1
ROD6212SKF14,6212-2Z/C3WT,28,5,1,5,0.8228,28,124,126,CD9
ROD6212SKF16,6212-2Z/C4GJN,22,6,3,5,0.813,28,124,126,CD2
ROD6213SKF11,6213-2Z,130,56,22,25,1.067,29,134,136,CC1
ROD6213SKF12,6213-2Z/C3,130,43,21,27,1.067,29,134,136,BC1
ROD6214SKF12,6214-2Z,21,10,5,7,1.1419,29,134,136,CD2
ROD6214SKF13,6214-2Z/C3,18,9,7,9,1.1419,29,134,136,CD1
ROD6215SKF11,6215-2Z,9,3,2,3,1.2467,32,144,146,OO9
ROD6215SKF12,6215-2Z/C3,87,39,24,26,1.2467,32,144,146,BC1
ROD6216SKF10,6216-2Z,4,4,2,4,1.5423,32,154,156,CD9
ROD6216SKF11,6216-2Z/C3,20,6,4,6,1.5423,32,154,156,CD1
ROD6217SKF7,6217-2Z,22,17,12,14,1.8658,34,164,166,CC1
ROD6217SKF8,6217-2Z/C3,6,6,4,3,1.8658,34,164,166,CD2
ROD6218SKF9,6218-2Z,24,11,9,11,2.3036,34,164,166,CD1
ROD6218SKF10,6218-2Z/C3,4,1,1,1,2.3036,34,164,166,CD9
ROD6219SKF6,6219-2Z,20,8,4,5,2.7584,38,184,186,BD1
ROD6219SKF7,6219-2Z/C3,5,1,1,1,2.7584,38,184,186,OO9
ROD6220SKF9,6220-2Z,6,3,3,3,3.3094,46,197,201,CD9
ROD6222SKF7,6222-2Z,23,7,2,7,4.5495,46,217,221,BD2
ROD6200SKF9,6200-RSH,3,1,1,1,0.0334,9,60,60,CD9
ROD6201SKF15,6201-RSH,16,4,2,2,0.0376,17,45,47,CD9
ROD6202SKF26,6202-RSH,26,9,1,7,0.0458,17,45,47,CD2
ROD6204SKF21,6204-RSH,50,2,1,2,0.111,19,55,57,CD9
ROD6205SKF31,6205-RSH,44,14,6,12,0.1289,22,65,67,CD1
ROD6206SKF30,6206-RS1,60,18,7,10,0.1984,22,65,67,CD2
ROD6207SKF24,6207-RS1,34,13,3,8,0.294,23,76,78,CD2
ROD6208SKF20,6208-RS1,1,1,1,1,0.371,25,84,86,CD9
ROD6200SKF4,6200-2RSH,2998,459,183,36,0.0339,9,60,60,AB1
ROD6200SKF5,6200-2RSH/C3,2059,429,163,36,0.0339,9,60,60,BB1
ROD6201SKF8,6201-2RSH,9387,891,267,36,0.0387,17,45,47,AB1
ROD6201SKF9,6201-2RSH/C3GJN,113,25,14,6,0.0387,17,45,47,CC1
ROD6201SKF10,6201-2RSH/C3LHT23,13716,2167,427,36,0.0387,17,45,47,AA1
ROD6202SKF14,6202-2RSH,18765,2017,427,36,0.0476,17,45,47,AA1
ROD6202SKF15,6202-2RSH/C3GJN,222,46,24,7,0.0476,17,45,47,CB1
-,6202-2RSH/C3GJN BULK,546,4,2,2,,,,,#N/A
ROD6202SKF17,6202-2RSH/C3LHT23,32269,4226,609,36,0.0494,13,65,57,AA1
ROD6202SKF18,6202-2RSL,1,1,1,1,0.0494,13,65,57,OO9
ROD372SKF2,BB1-0372 AB,105,26,15,15,0.0447,288,393,131,CC1
ROD6202SKF33,W 6202-2RS1,32,3,2,3,0.0472,17,45,47,CD2
ROD6202SKF8,6202/16-2RSH,8,7,6,5,0.0474,13,65,57,CD1
ROD6202SKF3,6202 2RSNRJEM,64,1,1,1,0.0497,17,45,47,CD9
ROD6203SKF9,6203-2RSH,25333,2427,487,36,0.0673,17,45,47,AA1
ROD6203SKF10,6203-2RSH/C3GJN,1547,207,56,31,0.0673,17,45,47,BB1
ROD6203SKF12,6203-2RSH/C3LHT23,78483,10780,1139,36,0.0673,17,45,47,AA1
ROD623SKF3,BB1-0623 FA,30644,494,177,33,0.0673,17,45,47,AB1
ROD6203SKF14,6203-2RSLTN9/C3VT162,4,1,1,1,0.066,17,45,47,CD9
ROD6203SKF27,W 6203-2RS1,26,2,2,2,0.0684,17,45,47,CD9
ROD6204SKF10,6204-2RSH,42206,3457,658,36,0.1132,19,55,57,AA1
ROD6204SKF12,6204-2RSH/C3,34384,4585,693,36,0.1132,19,55,57,AA1
ROD624SKF5,BB1-0624 FA,57883,744,229,33,0.1132,19,55,57,AB1
ROD6204SKF25,W 6204-2RS1,20,1,1,1,0.1098,19,55,57,CD9
ROD6205SKF14,6205-2RS1/C4,22,5,2,5,0.1347,22,65,67,CD1
ROD6205SKF16,6205-2RSH,28057,2762,616,36,0.1334,22,65,67,AA1
ROD6205SKF17,6205-2RSH/C3,29331,3704,688,36,0.1334,22,65,67,AA1
ROD6205SKF18,6205-2RSH/C3GJN,178,21,18,11,0.1334,22,65,67,CC1
ROD6205SKF19,6205-2RSH/C3WT,50,3,1,3,0.138,22,65,67,CD9
ROD625SKF7,BB1-0625 FA,27433,434,165,33,0.1334,22,65,67,AB1
ROD6205SKF15,6205-2RS2/C3GJN,665,28,3,19,0.1347,22,65,67,BC1
ROD6205SKF36,W 6205-2RS1,12,3,2,3,0.132,19,55,57,CD9
ROD6206SKF9,6206-2RS1,21168,1850,500,36,0.2044,22,65,67,AA1
ROD6206SKF11,6206-2RS1/C3,15183,2760,626,36,0.2044,22,65,67,AA1
ROD6206SKF12,6206-2RS1/C3GJN,29,6,6,4,0.2044,22,65,67,CD1
ROD6206SKF13,6206-2RS1/C3WT,4,1,1,1,0.2044,22,65,67,CD9
ROD6206SKF14,6206-2RS1/C4,8,1,1,1,0.2044,22,65,67,CD9
ROD6206SKF39,W 6206-2RS1,135,16,6,12,0.209,22,65,67,AC1
ROD6206SKF17,6206-2RS2/C3HT,15,1,1,1,0.209,22,65,67,CD9
ROD6207SKF11,6207-2RS1,6460,1151,372,36,0.302,23,76,78,AB1
ROD6207SKF12,6207-2RS1/C3,6189,1400,426,36,0.302,23,76,78,AA1
-,6207-2RS1/C3 BULK,93,6,6,5,,,,,#N/A
ROD6207SKF15,6207-2RS1/C3GJN,49,8,6,7,0.302,23,76,78,CD1
ROD6207SKF16,6207-2RS1/C4,2,1,1,1,0.302,23,76,78,CD9
ROD6207SKF29,W 6207-2RS1,2,1,1,1,0.29,23,76,78,CD9
ROD6208SKF8,6208-2RS1,4947,772,277,36,0.38,25,84,86,AB1
ROD6208SKF9,6208-2RS1/C3,4943,1121,342,36,0.38,25,84,86,AA1
ROD6208SKF10,6208-2RS1/C3GJN,40,4,1,4,0.38,25,84,86,CD9
ROD6208SKF13,6208-2RS1NR,154,23,4,15,0.392,27,94,96,BC1
ROD6208SKF12,6208-2RS1K,138,30,26,21,0.377,25,84,86,CC1
ROD6209SKF7,6209-2RS1,2191,473,206,36,0.434,23,89,91,AB1
ROD6209SKF8,6209-2RS1/C3,2060,604,215,36,0.434,23,89,91,AB1
ROD6209SKF10,6209-2RS1NR,2,1,1,1,0.449,25,104,106,CD9
ROD6209SKF9,6209-2RS1K,149,36,27,19,0.431,23,89,91,BC1
ROD6210SKF7,6210-2RS1,1385,355,176,36,0.4807,25,104,106,AB1
ROD6210SKF8,6210-2RS1/C3,1127,366,154,36,0.476,25,104,106,AB1
ROD6211SKF9,6211-2RS1,1903,301,121,36,0.6445,26,114,116,AB1
ROD6211SKF10,6211-2RS1/C3,851,221,105,36,0.6445,26,114,116,AB1
ROD6212SKF8,6212-2RS1,839,252,110,36,0.821,28,124,126,AB1
ROD6212SKF9,6212-2RS1/C3,723,307,142,36,0.82,28,124,126,AB1
ROD6212SKF11,6212-2RS1/HC5C4VT453,7,4,1,4,0.746,28,124,126,BD9
ROD6213SKF8,6213-2RS1,171,70,45,32,1.0554,29,134,136,BB1
ROD6213SKF9,6213-2RS1/C3,281,153,93,36,1.0554,29,134,136,AB1
ROD6214SKF8,6214-2RS1,195,67,39,29,1.1331,29,134,136,BB1
ROD6214SKF9,6214-2RS1/C3,96,57,35,27,1.1331,29,134,136,BB1
ROD6215SKF9,6215-2RS1,160,41,24,25,1.2345,32,144,146,BC1
ROD6215SKF10,6215-2RS1/C3,191,66,41,31,1.2345,32,144,146,BB1
ROD6216SKF7,6216-2RS1,136,55,27,28,1.5197,32,154,156,BC1
ROD6216SKF8,6216-2RS1/C3,49,30,20,19,1.5197,32,154,156,BC1
ROD6217SKF5,6217-2RS1,36,25,19,15,1.8645,34,164,166,BC1
ROD6217SKF6,6217-2RS1/C3,63,34,18,20,1.824,34,164,166,BC1
ROD6218SKF7,6218-2RS1,89,46,26,25,2.2825,34,164,166,BC1
ROD6218SKF8,6218-2RS1/C3,40,29,23,20,2.2825,34,164,166,BC1
ROD6219SKF4,6219-2RS1,4,2,2,2,2.7181,38,184,186,CD9
ROD6219SKF5,6219-2RS1/C3,14,7,4,5,2.7181,38,184,186,BD1
ROD6220SKF7,6220-2RS1,22,17,7,10,3.2667,46,197,201,BC1
ROD6220SKF8,6220-2RS1/C3,1,1,1,1,3.2667,46,197,201,CD9
ROD6300SKF,6300,40,12,6,9,0.053,17,45,47,CC1
ROD6301SKF,6301,9,6,5,5,0.0596,17,45,47,CD2
ROD6302SKF,6302,106,29,16,20,0.0862,19,55,57,CC1
ROD6302SKF2,6302/C3,5,5,5,5,0.0862,19,55,57,CD2
ROD6303SKF3,6303/C3,22,13,8,9,0.1149,19,55,57,CD1
ROD6304SKF7,6304 TN9/C3,100,29,12,19,0.141,19,55,57,CC1
ROD6304SKF8,6304 TN9/C4,60,32,10,21,0.141,19,55,57,CC1
ROD6304SKF9,6304/C3,323,117,26,30,0.146,19,55,57,CB1
ROD6305SKF7,6305/C3,166,51,20,25,0.2224,22,65,67,CC1
ROD6306SKF,6306,205,73,41,30,0.352,23,76,78,CB1
ROD6306SKF7,6306/C3,183,61,19,28,0.352,23,76,78,CB1
ROD6306SKF8,6306/C4,23,6,2,4,0.352,23,76,78,CD9
ROD6306SKF9,6306/VA201,10,1,1,1,0.351,23,76,78,CD9
ROD6307SKF4,6307/C3,300,80,28,30,0.459,25,84,86,BB1
ROD6308SKF,6308,349,77,47,32,0.63,27,94,96,BB1
ROD6308SKF6,6308 TN9/C3,28,6,2,5,0.61,27,94,96,CD1
ROD6308SKF8,6308/C3,387,106,31,31,0.63,27,94,96,BB1
ROD6308SKF9,6308/C4,4,1,1,1,0.63,27,94,96,CD9
ROD6308SKF10,6308/VA201,10,1,1,1,,,,,CD9
ROD6309SKF5,6309/C3,600,185,62,36,0.841,29,104,106,BB1
ROD6309SKF7,6309/C4,8,4,4,4,0.841,29,104,106,CD1
