COD,DESC,CANTIDAD,COMPRO,CLIENTES,MESES,PESO,ANCHO,LARGO,ALTO,CD
ROD16SKF8,GEG 16 ES,18,13,8,9,0.0365,23,45,47,CD1
ROD25SKF21,GEG 25 ES,4,1,1,1,0.1257,38,55,57,OO9
ROD32SKF4,GEG 32 ES,30,11,7,10,0.2089,38,55,57,CD1
ROD80SKF7,GEG 80 ES,20,4,1,4,2.501,138,138,83,BD2
ROD10SKF31,GEZ 010 ES,132,36,19,23,0.0377,23,45,47,BC1
ROD12SKF19,GEZ 012 ES,26,10,6,9,0.0583,23,45,47,CD1
ROD14SKF7,GEZ 014 ES,11,10,6,7,0.091,29,45,47,CD1
ROD100SKF5,GEZ 100 ES,354,38,17,23,0.128,26,55,57,BC1
ROD100SKF6,GEZ 100 ES-2RS,53,13,7,9,0.123,26,55,57,CD1
ROD104SKF,GEZ 104 ES,102,25,12,14,0.2254,38,55,57,BC1
ROD106SKF3,GEZ 106 ES,2,1,1,1,0.3002,39,65,67,CD9
ROD108SKF3,GEZ 108 ES,607,49,22,18,0.418,39,65,67,AC1
ROD108SKF4,GEZ 108 ES-2RS,1281,35,10,16,0.4132,39,65,67,AC1
ROD112SKF,GEZ 112 ES,8,5,5,5,0.6486,44,76,78,CD2
ROD112SKF2,GEZ 112 ES-2RS,17,7,4,7,0.66,44,76,78,CD2
ROD200SKF,GEZ 200 ES,14,9,8,8,0.956,97,97,60,CD1
ROD200SKF2,GEZ 200 ES-2RS,16,6,5,4,0.9436,97,97,60,CD2
ROD208SKF4,GEZ 208 ES-2RS,8,7,4,6,1.746,116,116,73,CD1
ROD300SKF,GEZ 300 ES,1,1,1,1,3.099,78,137,139,CD9
ROD300SKF2,GEZ 300 ES-2RS,7,6,3,6,3.07,78,137,139,BD1
ROD60SKF8,GE 60 TXE-2LS,3,3,1,2,1.012,97,97,60,CD9
ROD10SKF28,GE 10 C,18,1,1,1,0.0157,23,45,47,CD9
ROD10SKF30,GEH 10 C,17,2,2,2,0.0252,23,45,47,CD2
ROD12SKF16,GE 12 C,50,2,1,2,0.0215,23,45,47,CD9
ROD12SKF18,GEH 12 C,10,3,2,2,0.0395,23,45,47,CD9
ROD20SKF16,GEH 20 C,28,5,3,4,0.1593,38,55,57,CD2
ROD30SKF21,GE 30 C,1,1,1,1,0.1562,26,55,57,CD9
ROD40SKF14,GAC 40 F,2,1,1,1,0.3248,34,76,78,OO9
ROD45SKF8,GAC 45 F,1,1,1,1,0.406,39,84,86,CD9
ROD50SKF10,GAC 50 F,4,1,1,1,0.4408,39,84,86,OO9
ROD60SKF11,GX 60 F,6,1,1,1,4.477,156,156,65,OO9
ROD6SKF43,SI 6 E,8,5,5,5,0.026,23,45,47,CD2
ROD6SKF47,SIL 6 E,7,3,1,3,0.0285,23,45,47,OO9
ROD8SKF39,SI 8 E,26,10,5,6,0.044,26,55,57,CD2
ROD8SKF43,SIL 8 E,53,14,2,13,0.044,26,55,57,CC1
ROD10SKF65,SI 10 E,33,11,6,7,0.073,26,55,57,CD1
ROD10SKF71,SIL 10 E,11,2,2,2,0.072,26,55,57,CD9
ROD12SKF61,SI 12 E,30,9,6,8,0.1126,23,76,78,CD1
ROD12SKF67,SIL 12 E,9,5,2,4,0.114,23,76,78,CD1
ROD12SKF62,SIJ 12 E,3,1,1,1,0.1456,29,65,67,OO9
ROD17SKF41,SI 17 ES,8,7,3,7,0.2688,32,94,96,CD1
ROD17SKF42,SIL 17 ES,3,3,2,3,0.2707,32,94,96,CD2
ROD20SKF72,SI 20 ES,32,9,7,7,0.3854,32,94,96,CD2
ROD20SKF76,SIL 20 ES,8,3,3,3,0.372,32,94,96,CD2
ROD25SKF73,SI 25 ES,1,1,1,1,0.6965,39,114,116,CD9
ROD25SKF76,SIL 25 ES,4,1,1,1,0.71,39,114,116,CD9
ROD30SKF83,SI 30 ES,1,1,1,1,1.066,83,155,52,CD9
ROD30SKF86,SIL 30 ES,1,1,1,1,1.0786,83,155,52,CD9
ROD35SKF57,SI 35 ES-2RS,2,1,1,1,1.447,98,188,60,CD9
ROD35SKF58,SI 35 TXE-2LS,2,1,1,1,1.449,98,188,60,OO9
ROD6SKF33,SA 6 E,9,2,2,2,0.0229,23,45,47,OO9
ROD8SKF30,SA 8 E,46,9,4,4,0.0386,26,55,57,CD9
ROD8SKF34,SAL 8 E,52,4,2,4,0.037,26,55,57,CD9
ROD10SKF54,SA 10 E,27,11,6,9,0.058,26,55,57,CD1
ROD10SKF58,SAL 10 E,23,7,4,7,0.057,26,55,57,CD1
ROD12SKF51,SA 12 E,28,7,5,6,0.0922,23,76,78,CD1
ROD12SKF55,SAL 12 E,25,5,3,4,0.089,23,76,78,CD2
ROD15SKF37,SA 15 ES,18,6,4,6,0.1365,28,76,78,CD2
ROD15SKF38,SAL 15 ES,20,4,3,4,0.1365,28,76,78,CD2
ROD20SKF65,SA 20 ES,2,1,1,1,0.341,32,94,96,CD9
ROD20SKF69,SAL 20 ES,2,1,1,1,0.3416,32,94,96,CD9
ROD25SKF68,SA 25 ES,9,6,3,4,0.6052,39,114,116,CD2
ROD25SKF71,SAL 25 ES,6,5,2,3,0.599,39,114,116,CD2
ROD40SKF67,SAA 40 ES-2RS,3,2,1,2,1.915,115,205,75,CD9
ROD6SKF44,SIKAC 6 M,112,18,6,13,0.0335,23,45,47,BC1
ROD6SKF48,SILKAC 6 M,73,11,4,11,0.0329,23,45,47,CC1
ROD8SKF40,SIKAC 8 M,210,29,9,15,0.0575,26,55,57,BC1
ROD8SKF44,SILKAC 8 M,71,16,4,12,0.055,26,55,57,CC1
ROD10SKF66,SIKAC 10 M,110,10,4,9,0.0872,26,55,57,CD2
ROD10SKF72,SILKAC 10 M,79,8,5,7,0.0872,26,55,57,CD2
ROD10SKF67,SIKAC 10 M/VZ019,80,17,6,10,0.0869,26,55,57,BC1
ROD12SKF63,SIKAC 12 M,7,5,4,3,0.1297,23,76,78,CD1
ROD12SKF68,SILKAC 12 M,4,3,2,2,0.125,23,76,78,CD2
ROD12SKF64,SIKAC 12 M/VZ019,10,1,1,1,0.125,23,76,78,CD9
ROD14SKF25,SIKAC 14 M,4,1,1,1,0.1681,28,76,78,OO9
ROD14SKF27,SILKAC 14 M,3,1,1,1,0.1681,28,76,78,OO9
ROD16SKF33,SIKAC 16 M,34,10,5,9,0.2386,25,84,86,CD2
ROD16SKF37,SILKAC 16 M,41,14,6,11,0.242,25,84,86,BC1
ROD16SKF34,SIKAC 16 M/VZ019,9,2,2,2,0.2416,25,84,86,CD2
ROD20SKF73,SIKAC 20 M,63,30,8,19,0.424,32,94,96,BC1
ROD20SKF77,SILKAC 20 M,28,11,6,9,0.43,32,94,96,CC1
ROD25SKF74,SIKAC 25 M,34,3,2,2,0.7725,39,114,116,BD2
ROD30SKF84,SIKAC 30 M,5,1,1,1,1.1972,83,155,52,CD9
ROD6SKF34,SAKAC 6 M,24,2,1,2,0.027,23,45,47,CD9
ROD8SKF31,SAKAC 8 M,35,6,2,5,0.048,26,55,57,CD2
ROD8SKF35,SALKAC 8 M,35,8,2,5,0.0485,26,55,57,CD1
ROD10SKF55,SAKAC 10 M,11,6,4,4,0.0726,26,55,57,CD1
ROD10SKF59,SALKAC 10 M,2,1,1,1,0.0705,26,55,57,CD9
ROD16SKF29,SAKAC 16 M,39,11,4,9,0.2217,25,84,86,CC1
ROD16SKF31,SALKAC 16 M,33,8,3,6,0.225,25,84,86,CD1
ROD20SKF66,SAKAC 20 M,7,5,2,3,0.361,32,94,96,CD9
ROD20SKF70,SALKAC 20 M,3,2,1,2,0.379,32,94,96,CD9
ROD20SKF71,SI 20 C,18,3,2,2,0.3747,32,94,96,CD2
ROD25SKF72,SI 25 C,6,1,1,1,0.7065,39,114,116,CD9
ROD25SKF70,SAL 25 C,2,1,1,1,0.606,39,114,116,CD9
ROD60SKF25,SA 60 TXE-2LS,4,2,1,2,,,,,CD9
ROD6SKF45,SIKB 6 F,33,3,1,3,0.0325,23,45,47,CD9
ROD6SKF49,SILKB 6 F,10,1,1,1,0.0321,23,45,47,OO9
ROD8SKF41,SIKB 8 F,15,2,1,2,0.0541,26,55,57,CD9
ROD8SKF45,SILKB 8 F,15,2,1,2,0.0558,26,55,57,CD9
ROD10SKF68,SIKB 10 F,8,1,1,1,0.087,26,55,57,CD9
ROD12SKF65,SIKB 12 F,2,1,1,1,0.129,23,76,78,OO9
ROD12SKF66,SIKB 12 F/VZ019,1,1,1,1,0.125,23,76,78,CD9
ROD16SKF35,SIKB 16 F,2,1,1,1,0.2414,25,84,86,CD9
ROD16SKF36,SIKB 16 F/VZ019,12,5,2,4,0.239,25,84,86,CD1
ROD12SKF53,SAKB 12 F,20,2,1,2,0.109,23,76,78,CD9
ROD12SKF57,SALKB 12 F,10,1,1,1,0.108,23,76,78,CD9
ROD202320SKF,PCM 202320 E,2,1,1,1,0.407,97,97,60,OO9
ROD6SKF40,SFIK 6 F,112,8,3,6,0.0171,23,45,47,CD2
ROD6SKF41,SFILK 6 F,80,7,2,5,0.0173,23,45,47,CD9
ROD365433SKF,365433,1,1,1,1,0.2705,34,76,78,CD9
ROD121415SKF,PCM 121415 E,25,1,1,1,0.248,92,92,37,CD9
ROD121412SKF3,PCM 121412 M,125,3,2,3,,,,,CD2
ROD121408SKF,PCM 121408 E,25,1,1,1,0.13,78,78,38,OO9
ROD161817SKF,PCMF 161817 E,25,1,1,1,,,,,CD9
ROD161820SKF2,PCM 161820 M,74,7,2,5,,,,,CD2
ROD161815SKF2,PCM 161815 E,25,1,1,1,0.165,78,78,38,CD9
ROD161815SKF3,PCM 161815 M,65,5,1,4,,,,,CD9
ROD60810SKF,PCM 060810 E,72,1,1,1,0.0051,17,45,47,CD9
ROD81005SKF,PCMF 081005.5 E,50,1,1,1,0.0547,66,66,42,OO9
ROD404420SKF,PCM 404420 E,21,7,2,5,0.447,118,118,56,CD9
ROD455050SKF2,PCM 455050 M,20,1,1,1,,,,,CD9
ROD182020SKF,PCM 182020 E,35,5,1,4,,,,,CD9
ROD101217SKF,PCMF 101217 E,100,5,1,3,,,,,CD9
ROD101209SKF,PCMF 101209 E,125,3,1,3,,,,,CD9
ROD182022SKF,PCMF 182022 E,25,1,1,1,,,,,CD9
ROD151710SKF,PCM 151710 E,20,2,1,2,,,,,CD9
ROD151712SKF,PCM 151712 E,96,1,1,1,,,,,CD9
ROD151720SKF,PCM 151720 E,72,1,1,1,0.213,92,92,52,CD9
ROD303420SKF,PCM 303420 E,2,1,1,1,,,,,OO9
ROD487402SKF,PCMW 487402 E,140,7,2,7,0.385,78,78,38,CD1
ROD81006SKF,PCM 081006 E,25,1,1,1,0.0772,66,66,42,CD9
PHG22SKF,PHG A22,101,24,11,20,0.0602,63,63,39,CC1
PHG16SKF2,PHG A16,11,7,3,6,0.041,47,47,39,CD1
PHG18SKF,PHG A18,3,2,1,2,0.04,52,52,39,CD9
PHG23SKF,PHG A23,54,23,14,16,0.05,65,65,39,CC1
PHG20SKF,PHG A20,30,14,8,12,0.05,57,57,39,CC1
PHG21SKF,PHG A21,28,8,5,7,0.05,60,60,39,CD1
PHG21SKF2,PHG AX21,0,2,1,2,0.0514,60,60,39,OO9
PHG19SKF,PHG A19,2,1,1,1,0.05,55,55,39,CD9
PHG24SKF,PHG A24,283,77,34,32,0.06,68,68,39,CB1
PHG25SKF,PHG A25,115,39,21,23,0.06,71,71,39,CC1
PHG26SKF,PHG A26,223,68,30,28,0.06,74,74,39,CB1
PHG27SKF,PHG A27,144,51,26,25,0.06,76,76,39,CB1
PHG28SKF,PHG A28,333,92,40,33,0.07,79,79,39,CB1
PHG28SKF2,PHG AX28,6,4,3,4,0.0685,79,79,39,CD2
PHG29SKF,PHG A29,242,102,39,33,0.07,82,82,39,CB1
PHG30SKF,PHG A30,662,183,60,36,0.07,84,84,39,CB1
PHG31SKF,PHG A31,326,105,44,35,0.07,87,87,39,CB1
PHG31SKF2,PHG AX31,4,3,1,2,0.0758,87,87,39,CD9
PHG31SKF3,PHG B31,150,43,25,22,0.13,88,88,51,CC1
PHG31SKF4,PHG BX31,18,4,4,4,0.1263,88,88,51,CD9
PHG32SKF,PHG A32,605,156,61,36,0.08,90,90,39,CB1
PHG32SKF2,PHG AX32,12,4,3,4,0.0783,90,90,39,CD2
PHG33SKF,PHG A33,368,123,56,36,0.08,92,92,39,CB1
PHG34SKF,PHG A34,484,137,53,33,0.08,95,95,39,CB1
PHG34SKF2,PHG AX34,5,3,2,2,0.0831,95,95,39,CD2
PHG35SKF,PHG A35,556,131,49,35,0.0971,98,98,39,CB1
PHG35SKF2,PHG AX35,4,1,1,1,0.0856,98,98,39,CD9
PHG36SKF,PHG A36,327,106,49,36,0.09,100,100,39,CB1
PHG37SKF,PHG A37,343,91,36,33,0.09,103,103,39,CB1
PHG38SKF,PHG A38,422,109,42,35,0.11,106,106,39,CB1
PHG39SKF,PHG A39,275,83,41,32,0.09,109,109,39,CB1
PHG39SKF2,PHG AX39,18,2,1,2,0.0954,109,109,39,CD9
PHG40SKF,PHG A40,329,105,49,32,0.1,108,108,39,CB1
PHG40SKF2,PHG AX40,8,3,3,3,0.0987,108,108,39,CD2
PHG41SKF,PHG A41,463,125,48,34,0.1,110,110,39,CB1
PHG41SKF2,PHG AX41,2,2,2,2,0.1003,110,110,39,CD2
PHG42SKF,PHG A42,634,163,62,36,0.1,113,113,39,BB1
PHG42SKF2,PHG AX42,8,1,1,1,0.1027,113,113,39,CD9
PHG43SKF,PHG A43,278,88,38,33,0.1,116,116,39,CB1
PHG44SKF,PHG A44,752,163,55,35,0.11,119,119,39,BB1
PHG44SKF2,PHG AX44,242,36,4,21,0.1076,119,119,39,CC1
PHG45SKF,PHG A45,396,109,42,34,0.11,121,121,39,CB1
PHG45SKF2,PHG AX45,13,6,5,6,0.11,121,121,39,CD1
PHG46SKF,PHG A46,468,133,45,36,0.1272,124,124,39,CB1
PHG47SKF,PHG A47,204,69,37,30,0.11,127,127,39,CB1
PHG48SKF,PHG A48,447,102,46,34,0.11,129,129,39,CB1
PHG49SKF,PHG A49,281,74,34,30,0.12,132,132,39,CB1
PHG50SKF,PHG A50,268,90,41,36,0.1346,135,135,39,CB1
PHG51SKF,PHG A51,201,62,32,28,0.12,137,137,39,CB1
PHG51SKF2,PHG AX51,6,3,2,2,0.1247,137,137,39,CD2
PHG52SKF2,PHG A52,279,84,38,32,0.1448,140,140,39,CB1
PHG53SKF,PHG A53,203,66,35,30,0.13,143,143,39,CB1
PHG54SKF,PHG A54,249,76,31,31,0.1504,145,145,39,CB1
PHG55SKF,PHG A55,189,50,28,27,0.1528,148,148,39,CC1
PHG56SKF,PHG A56,281,73,39,29,0.13,151,151,39,CB1
PHG56SKF2,PHG AX56,6,1,1,1,,,,,CD9
PHG57SKF,PHG A57,103,44,19,22,0.14,154,154,39,CC1
PHG58SKF,PHG A58,251,66,29,29,0.14,156,156,39,CB1
PHG58SKF2,PHG AX58,1,1,1,1,,,,,CD9
PHG59SKF,PHG A59,88,29,19,18,0.14,159,159,39,CC1
PHG60SKF,PHG A60,282,79,34,32,0.14,162,162,39,CB1
PHG60SKF2,PHG AX60,6,2,2,2,0.1467,162,162,39,CD9
PHG61SKF,PHG A61,101,33,23,22,0.15,164,164,39,CC1
PHG61SKF2,PHG AX61,3,2,2,2,0.1492,164,164,39,CD2
PHG62SKF,PHG A62,211,62,31,28,0.15,167,167,39,CB1
PHG62SKF2,PHG AX62,36,2,1,2,0.1516,167,167,39,CD9
PHG63SKF,PHG A63,160,41,24,22,0.15,170,170,39,CC1
PHG64SKF,PHG A64,193,47,23,30,0.1801,172,172,39,CC1
PHG65SKF2,PHG A65,101,33,21,26,0.16,175,175,39,CC1
PHG66SKF,PHG A66,162,48,23,25,0.1813,178,178,39,CC1
PHG67SKF,PHG A67,96,36,20,23,0.16,180,180,39,CC1
PHG68SKF,PHG A68,162,42,22,24,0.16,183,183,39,CB1
PHG69SKF,PHG A69,46,16,11,12,0.16,186,186,39,CD1
PHG70SKF,PHG A70,81,28,19,20,0.17,189,189,39,CC1
PHG70SKF2,PHG AX70,1,1,1,1,0.1712,189,189,39,CD9
PHG71SKF,PHG A71,199,39,20,25,0.17,191,191,39,CC1
PHG72SKF,PHG A72,93,36,21,21,0.17,194,194,39,CC1
PHG73SKF,PHG A73,71,20,16,14,0.17,197,197,39,CC1
PHG74SKF,PHG A74,154,44,18,24,0.18,199,199,39,CB1
PHG74SKF2,PHG AX74,1,1,1,1,0.181,199,199,39,CD9
PHG75SKF,PHG A75,123,39,19,25,0.18,202,202,39,CC1
PHG76SKF,PHG A76,59,26,17,19,0.2007,205,205,39,CC1
PHG77SKF,PHG A77,33,14,9,10,0.2113,207,207,39,CC1
PHG77SKF2,PHG AA77,19,4,2,4,0.46,212,212,39,CD2
PHG78SKF,PHG A78,91,26,16,17,0.2119,210,210,39,CC1
PHG79SKF,PHG A79,49,14,11,10,0.2141,213,213,39,CC1
PHG80SKF,PHG A80,108,29,16,18,0.19,216,216,39,CC1
PHG81SKF,PHG A81,29,14,5,11,0.19,218,218,39,CC1
PHG82SKF,PHG A82,93,37,22,21,0.2,221,221,39,CC1
PHG83SKF,PHG A83,47,14,10,11,0.2,224,224,39,CC1
PHG84SKF,PHG A84,99,29,18,18,0.2,226,226,39,CC1
PHG85SKF,PHG A85,170,38,19,22,0.2,229,229,39,CC1
PHG86SKF,PHG A86,64,29,16,19,0.21,232,232,39,CC1
PHG87SKF2,PHG A87,26,10,7,8,0.239,165,165,39,CD1
PHG88SKF,PHG A88,88,24,13,19,0.21,237,237,39,CC1
PHG89SKF,PHG A89,24,6,5,5,0.21,240,240,39,CD1
PHG90SKF2,PHG A90,106,34,17,23,0.21,240,140,39,CC1
PHG91SKF,PHG A91,29,13,7,10,0.22,240,145,39,CC1
PHG92SKF,PHG A92,60,32,16,20,0.22,240,149,39,CC1
PHG93SKF,PHG A93,100,44,20,26,0.22,240,154,39,CC1
PHG93SKF2,PHG AX93,2,1,1,1,,,,,CD9
PHG94SKF,PHG A94,121,34,14,20,0.22,240,157,39,CC1
PHG95SKF,PHG A95,50,16,11,15,0.23,240,162,39,CC1
PHG96SKF,PHG A96,160,38,17,21,0.23,240,167,39,CC1
PHG97SKF,PHG A97,34,12,10,10,0.23,240,170,39,CD1
PHG98SKF,PHG A98,22,8,6,7,0.23,240,174,39,CD1
PHG100SKF,PHG A100,31,21,8,17,0.24,269,269,39,CC1
PHG99SKF,PHG A99,28,6,6,6,0.24,240,179,39,CD1
PHG104SKF,PHG A104,30,9,4,8,0.25,240,200,39,CC1
PHG107SKF,PHG A107,60,13,2,9,0.26,240,212,39,CC1
PHG105SKF,PHG A105,363,43,10,26,0.287,240,204,39,BC1
PHG108SKF,PHG A108,2,2,1,2,0.26,240,217,39,CD9
PHG110SKF,PHG A110,63,11,4,10,0.2974,240,225,39,CC1
PHG112SKF,PHG A112,85,15,5,10,0.3234,240,234,39,CD1
PHG112SKF2,PHG AA112,12,2,1,2,0.664,308,308,39,CD9
PHG120SKF,PHG A120,7,2,2,2,0.5513,240,267,39,CD2
PHG124SKF2,PHG A124,2,1,1,1,0.5777,240,284,39,CD9
PHG136SKF,PHG A136,38,6,2,3,0.4,240,335,39,CD9
PHG144SKF,PHG A144,93,18,5,10,0.5,388,388,39,CC1
PHG158SKF,PHG A158,39,8,2,6,0.4337,426,426,39,CD1
PHG24SKF3,PHG B24,14,5,5,5,0.1,69,69,51,CD1
PHG23SKF3,PHG B23,17,5,4,5,0.0937,67,67,51,CD2
PHG26SKF3,PHG B26,85,27,14,19,0.11,75,75,51,CC1
PHG25SKF3,PHG B25,30,12,10,10,0.1,72,72,51,CC1
PHG25SKF4,PHG BX25,32,12,1,9,0.1019,72,72,51,CC1
PHG27SKF3,PHG B27,81,25,18,22,0.11,77,77,51,CC1
PHG28SKF3,PHG B28,206,55,24,28,0.1329,80,80,51,CB1
PHG28SKF4,PHG BX28,59,22,3,13,0.1141,80,80,51,CC1
PHG29SKF3,PHG B29,103,31,19,19,0.12,83,83,51,CC1
PHG29SKF4,PHG BX29,3,2,2,2,0.1182,83,83,51,CD2
PHG30SKF3,PHG B30,460,128,42,34,0.12,85,85,51,CB1
PHG30SKF4,PHG BX30,90,28,5,22,0.1223,85,85,51,CC1
PHG32SKF3,PHG B32,423,117,35,36,0.13,91,91,51,CB1
PHG32SKF4,PHG BX32,159,48,8,29,0.1304,91,91,51,CC1
PHG33SKF3,PHG B33,320,90,36,32,0.14,93,93,51,CB1
PHG33SKF4,PHG BX33,57,14,6,10,0.1345,93,93,51,CC1
PHG34SKF3,PHG B34,389,109,32,32,0.14,96,96,51,CB1
PHG34SKF4,PHG BX34,61,16,6,13,0.1386,96,6,51,CC1
PHG35SKF3,PHG B35,332,93,35,32,0.14,99,99,51,CB1
PHG35SKF4,PHG BX35,155,45,6,26,0.1426,99,99,51,CC1
PHG36SKF3,PHG B36,638,147,48,35,0.15,102,102,51,BB1
PHG36SKF4,PHG BX36,49,15,6,13,0.1467,102,102,51,CC1
PHG37SKF3,PHG B37,405,126,45,36,0.1783,104,104,51,CB1
PHG37SKF4,PHG BX37,15,8,5,6,0.1508,104,104,51,CD2
PHG38SKF3,PHG B38,786,192,50,36,0.16,107,107,51,BB1
PHG38SKF4,PHG BX38,120,44,14,26,0.1549,107,107,51,CC1
PHG39SKF3,PHG B39,399,102,46,32,0.16,110,110,51,BB1
PHG39SKF4,PHG BX39,54,20,11,14,0.1589,110,110,51,CC1
PHG40SKF3,PHG B40,650,160,53,36,0.17,112,112,51,BB1
PHG40SKF4,PHG BX40,58,25,7,18,0.163,112,112,51,CC1
PHG41SKF3,PHG B41,345,76,40,31,0.17,115,115,51,CB1
PHG41SKF5,PHG BX41,65,17,9,11,0.1671,115,115,51,CC1
PHG42SKF3,PHG B42,682,148,54,36,0.2024,118,118,51,BB1
PHG42SKF4,PHG BX42,80,19,10,14,0.1712,118,118,51,CC1
PHG43SKF3,PHG B43,277,87,44,32,0.18,120,120,51,CB1
PHG43SKF4,PHG BX43,19,8,4,6,0.1752,120,120,51,CD1
PHG44SKF3,PHG B44,496,126,42,34,0.18,123,123,51,BB1
PHG44SKF4,PHG BX44,69,21,11,14,0.1793,123,123,51,CC1
PHG45SKF3,PHG B45,339,103,45,33,0.2141,126,126,51,CB1
PHG45SKF5,PHG BX45,30,12,7,12,0.1834,126,126,51,CC1
PHG46SKF3,PHG B46,499,142,50,36,0.2233,128,128,51,BB1
PHG46SKF4,PHG BX46,65,29,15,21,0.1875,128,128,51,CC1
PHG47SKF3,PHG B47,339,111,50,34,0.19,131,131,51,BB1
PHG47SKF4,PHG BX47,62,24,14,19,0.1915,131,131,51,CC1
PHG48SKF3,PHG B48,913,205,68,36,0.2427,129,129,51,BB1
PHG48SKF4,PHG BX48,96,29,19,20,0.2305,129,129,51,CC1
PHG49SKF3,PHG B49,360,112,48,34,0.2,132,132,51,BB1
PHG49SKF4,PHG BX49,26,18,8,13,0.1997,132,132,51,CC1
PHG50SKF3,PHG B50,560,151,58,35,0.2376,135,135,51,BB1
PHG50SKF4,PHG BX50,19,6,4,6,0.2038,135,135,51,CD1
PHG51SKF3,PHG B51,298,107,52,36,0.21,137,137,51,CB1
PHG51SKF4,PHG BX51,33,17,10,11,0.2079,137,137,51,CC1
PHG52SKF4,PHG B52,416,133,60,33,0.22,140,140,51,BB1
PHG52SKF5,PHG BX52,62,20,7,16,0.212,140,140,51,CC1
PHG53SKF3,PHG B53,464,113,54,35,0.2742,165,165,39,BB1
PHG53SKF4,PHG BX53,74,19,8,14,0.216,143,143,51,CC1
PHG54SKF3,PHG B54,570,181,60,36,0.2486,145,145,51,BB1
PHG54SKF4,PHG BX54,6,3,3,3,0.2201,145,145,51,CD2
PHG55SKF3,PHG B55,293,88,48,31,0.2595,148,148,51,BB1
PHG55SKF5,PHG BX55,34,5,5,5,0.2242,148,148,51,CD2
PHG56SKF3,PHG B56,593,127,52,35,0.2884,165,165,39,BB1
PHG56SKF4,PHG BX56,6,2,2,2,0.2282,151,151,51,CD2
PHG57SKF3,PHG B57,201,67,39,30,0.2692,154,154,51,CB1
PHG58SKF3,PHG B58,597,121,45,34,0.29,156,156,51,BB1
PHG58SKF4,PHG BX58,10,3,3,3,0.2364,156,156,51,CD2
PHG59SKF3,PHG B59,218,70,35,29,0.2723,159,159,51,CB1
PHG60SKF3,PHG B60,594,139,66,33,0.2933,162,162,51,BB1
PHG60SKF5,PHG BX60,16,4,4,4,0.2445,162,162,51,CD2
PHG61SKF3,PHG B61,247,72,39,29,0.3134,191,191,39,BB1
PHG61SKF4,PHG BX61,7,2,2,2,0.2486,164,164,51,OO9
PHG62SKF3,PHG B62,459,135,57,36,0.26,167,167,51,BB1
PHG62SKF4,PHG BX62,31,8,4,8,0.2527,167,167,51,CD1
PHG63SKF3,PHG B63,464,109,48,34,0.26,170,170,51,BB1
PHG63SKF4,PHG BX63,48,17,5,14,0.2568,170,170,51,CC1
PHG64SKF3,PHG B64,576,128,54,36,0.26,172,172,51,BB1
PHG64SKF4,PHG BX64,60,18,9,13,0.2608,172,172,51,CC1
PHG65SKF4,PHG B65,366,127,49,33,0.3134,175,175,51,BB1
PHG65SKF5,PHG BX65,29,8,7,7,0.2649,175,175,51,CD1
PHG66SKF3,PHG B66,324,87,47,34,0.27,178,178,51,BB1
PHG66SKF4,PHG BX66,12,5,4,4,0.269,178,178,51,CD2
PHG67SKF3,PHG B67,347,94,36,34,0.3088,180,180,51,BB1
PHG68SKF3,PHG B68,746,164,69,36,0.3308,183,183,51,BB1
PHG68SKF5,PHG BX68,4,2,2,2,0.2771,183,183,51,CD2
PHG69SKF3,PHG B69,416,85,48,31,0.3186,186,186,51,BB1
PHG70SKF3,PHG B70,711,146,59,35,0.29,189,189,51,BB1
PHG70SKF4,PHG BX70,2,1,1,1,0.2853,189,189,51,CD9
PHG71SKF3,PHG B71,375,92,39,31,0.3467,191,191,51,BB1
PHG71SKF4,PHG BX71,24,2,1,2,0.2894,191,191,51,OO9
PHG72SKF3,PHG B72,468,119,48,35,0.3355,194,194,51,BB1
PHG73SKF3,PHG B73,245,62,39,29,0.3601,197,197,51,BB1
PHG74SKF3,PHG B74,2154,144,46,36,0.3419,199,199,51,BB1
PHG75SKF3,PHG B75,530,121,52,36,0.3634,202,202,51,BB1
PHG75SKF5,PHG BX75,29,4,3,4,0.3057,202,202,51,CD2
PHG76SKF3,PHG B76,322,80,38,29,0.31,205,205,51,BB1
PHG77SKF4,PHG B77,183,53,34,21,0.32,207,207,51,CB1
PHG78SKF3,PHG B78,353,84,44,31,0.3701,210,210,51,BB1
PHG78SKF4,PHG BX78,5,2,1,2,0.3179,210,210,51,CD9
PHG79SKF3,PHG B79,228,59,35,30,0.33,213,213,51,CB1
PHG80SKF3,PHG B80,455,105,39,35,0.3634,216,216,51,BB1
PHG80SKF4,PHG BB80,24,4,3,4,0.5231,291,291,51,CD9
PHG81SKF3,PHG B81,321,67,31,31,0.3744,218,218,51,BB1
PHG81SKF5,PHG BX81,33,12,4,10,,,,,CD1
PHG81SKF4,PHG BB81,59,13,5,11,0.5351,291,291,51,BC1
PHG82SKF3,PHG B82,257,74,33,30,0.34,221,221,51,BB1
PHG82SKF5,PHG BX82,14,6,2,6,0.3342,221,221,51,CD1
PHG82SKF4,PHG BB82,14,3,3,3,0.5441,291,291,51,CD9
PHG83SKF3,PHG B83,223,59,36,29,0.3968,224,224,51,BB1
PHG83SKF5,PHG BX83,118,22,5,16,0.3383,224,224,51,CC1
PHG84SKF3,PHG B84,222,58,32,26,0.35,226,226,51,BB1
PHG84SKF4,PHG BX84,2,3,2,2,0.3423,226,226,51,CD9
